user,item,rating
USER_00118,IT_15,1
USER_00119,IT_01,2
USER_00119,IT_02,1
USER_00119,IT_05,4
USER_00119,IT_06,5
USER_00119,IT_07,2
USER_00119,IT_09,5
USER_00119,IT_13,2
USER_00119,IT_14,2
USER_00119,IT_15,4
USER_00120,IT_02,5
USER_00120,IT_07,2
USER_00120,IT_12,4
USER_00120,IT_14,4
USER_00121,IT_01,4
USER_00121,IT_05,3
USER_00121,IT_06,2
USER_00121,IT_07,2
USER_00121,IT_11,5
USER_00121,IT_15,2
USER_00122,IT_07,2
USER_00122,IT_10,2
USER_00122,IT_14,5
USER_00123,IT_03,5
USER_00123,IT_06,4
USER_00123,IT_10,5
USER_00123,IT_12,4
USER_00123,IT_15,5
USER_00124,IT_03,3
USER_00124,IT_11,1
USER_00124,IT_12,2
USER_00124,IT_14,4
USER_00125,IT_02,2
USER_00125,IT_03,4
USER_00125,IT_05,4
USER_00125,IT_06,4
USER_00125,IT_07,3
USER_00125,IT_10,4
USER_00125,IT_13,2
USER_00126,IT_05,2
USER_00126,IT_06,2
USER_00126,IT_11,4
USER_00126,IT_12,3
USER_00126,IT_15,2
USER_00127,IT_01,3
USER_00127,IT_02,5
USER_00127,IT_03,5
USER_00127,IT_04,5
USER_00127,IT_06,1
USER_00127,IT_14,2
USER_00127,IT_15,1
USER_00128,IT_06,5
USER_00128,IT_12,3
USER_00128,IT_14,5
USER_00129,IT_04,3
USER_00129,IT_06,5
USER_00129,IT_07,3
USER_00129,IT_09,5
USER_00129,IT_11,5
USER_00130,IT_07,3
USER_00130,IT_10,1
USER_00130,IT_11,5
USER_00130,IT_13,3
USER_00130,IT_14,3
USER_00131,IT_02,3
USER_00131,IT_03,1
USER_00131,IT_08,5
USER_00131,IT_09,5
USER_00131,IT_13,5
USER_00131,IT_14,4
USER_00131,IT_15,4
USER_00132,IT_01,4
USER_00132,IT_03,4
USER_00132,IT_06,1
USER_00132,IT_07,5
USER_00132,IT_08,4
USER_00132,IT_11,5
USER_00132,IT_13,2
USER_00133,IT_02,4
USER_00133,IT_06,5
USER_00133,IT_10,1
USER_00133,IT_14,3
USER_00134,IT_01,5
USER_00134,IT_02,3
USER_00134,IT_03,1
USER_00134,IT_04,5
USER_00134,IT_07,2
USER_00134,IT_08,5
USER_00134,IT_12,4
USER_00134,IT_14,4
USER_00135,IT_02,4
USER_00135,IT_06,1
USER_00135,IT_08,2
USER_00135,IT_11,2
USER_00136,IT_06,5
USER_00136,IT_09,3
USER_00136,IT_10,5
USER_00136,IT_14,2
USER_00136,IT_15,3
USER_00137,IT_02,4
USER_00137,IT_05,5
USER_00137,IT_07,2
USER_00137,IT_10,1
USER_00137,IT_14,5
USER_00138,IT_02,4
USER_00138,IT_04,1
USER_00138,IT_06,2
USER_00138,IT_07,2
USER_00138,IT_08,2
USER_00138,IT_13,1
USER_00139,IT_05,5
USER_00139,IT_06,2
USER_00139,IT_08,4
USER_00139,IT_13,5
USER_00140,IT_02,5
USER_00140,IT_03,1
USER_00140,IT_06,5
USER_00140,IT_07,4
USER_00140,IT_08,2
USER_00140,IT_11,5
USER_00141,IT_08,4
USER_00141,IT_10,3
USER_00141,IT_11,5
USER_00141,IT_12,5
USER_00141,IT_14,4
USER_00141,IT_15,3
USER_00142,IT_02,2
USER_00142,IT_04,4
USER_00142,IT_13,5
USER_00142,IT_14,1
USER_00143,IT_04,5
USER_00143,IT_05,2
USER_00143,IT_10,5
USER_00143,IT_11,4
USER_00143,IT_13,1
USER_00143,IT_14,4
USER_00144,IT_04,3
USER_00144,IT_14,4
USER_00144,IT_15,2
USER_00145,IT_03,5
USER_00145,IT_04,5
USER_00145,IT_06,4
USER_00145,IT_07,3
USER_00145,IT_09,5
USER_00145,IT_11,5
USER_00145,IT_14,4
USER_00146,IT_04,3
USER_00146,IT_06,5
USER_00146,IT_11,5
USER_00146,IT_12,5
USER_00146,IT_13,4
USER_00146,IT_14,1
USER_00146,IT_15,1
USER_00147,IT_03,3
USER_00147,IT_07,5
USER_00147,IT_10,4
USER_00147,IT_14,2
USER_00148,IT_05,4
USER_00148,IT_06,2
USER_00148,IT_10,1
USER_00148,IT_13,4
USER_00148,IT_14,5
USER_00149,IT_05,5
USER_00149,IT_06,2
USER_00149,IT_09,5
USER_00149,IT_13,1
USER_00149,IT_14,1
USER_00150,IT_05,2
USER_00150,IT_10,1
USER_00150,IT_12,2
USER_00150,IT_14,4
USER_00151,IT_06,3
USER_00151,IT_10,3
USER_00151,IT_12,1
USER_00151,IT_13,4
USER_00151,IT_14,5
USER_00152,IT_01,1
USER_00152,IT_05,5
USER_00152,IT_06,5
USER_00152,IT_07,2
USER_00152,IT_08,4
USER_00152,IT_09,5
USER_00152,IT_10,4
USER_00152,IT_11,5
USER_00153,IT_04,3
USER_00153,IT_05,4
USER_00153,IT_10,2
USER_00153,IT_13,3
USER_00153,IT_15,3
USER_00154,IT_01,3
USER_00154,IT_04,4
USER_00154,IT_06,2
USER_00154,IT_07,4
USER_00154,IT_12,5
USER_00155,IT_06,5
USER_00155,IT_07,3
USER_00155,IT_14,5
USER_00156,IT_03,4
USER_00156,IT_04,3
USER_00156,IT_09,5
USER_00156,IT_15,3
USER_00157,IT_01,2
USER_00157,IT_09,5
USER_00157,IT_12,2
USER_00157,IT_13,5
USER_00157,IT_15,4
USER_00158,IT_03,4
USER_00158,IT_04,5
USER_00158,IT_05,5
USER_00158,IT_06,2
USER_00158,IT_08,5
USER_00158,IT_12,2
USER_00159,IT_03,5
USER_00159,IT_05,5
USER_00159,IT_06,2
USER_00159,IT_07,2
USER_00159,IT_08,4
USER_00159,IT_14,4
USER_00160,IT_01,1
USER_00160,IT_02,3
USER_00160,IT_04,4
USER_00160,IT_06,3
USER_00160,IT_11,4
USER_00161,IT_06,3
USER_00161,IT_09,5
USER_00161,IT_10,5
USER_00161,IT_13,3
USER_00161,IT_15,2
USER_00162,IT_10,1
USER_00162,IT_11,5
USER_00162,IT_13,5
USER_00162,IT_14,5
USER_00163,IT_03,2
USER_00163,IT_04,5
USER_00163,IT_05,4
USER_00163,IT_06,3
USER_00163,IT_11,4
USER_00163,IT_13,5
USER_00163,IT_14,5
USER_00164,IT_02,4
USER_00164,IT_06,4
USER_00164,IT_07,2
USER_00164,IT_13,2
USER_00164,IT_14,1
USER_00165,IT_03,4
USER_00165,IT_04,4
USER_00165,IT_05,4
USER_00165,IT_06,5
USER_00165,IT_07,3
USER_00165,IT_12,2
USER_00165,IT_14,4
USER_00165,IT_15,3
USER_00166,IT_02,4
USER_00166,IT_06,3
USER_00166,IT_13,4
USER_00166,IT_14,4
USER_00166,IT_15,2
USER_00167,IT_05,3
USER_00167,IT_07,2
USER_00167,IT_09,5
USER_00167,IT_11,5
USER_00167,IT_13,2
USER_00167,IT_14,5
USER_00167,IT_15,4
USER_00168,IT_01,2
USER_00168,IT_02,5
USER_00168,IT_07,5
USER_00168,IT_11,3
USER_00168,IT_14,3
USER_00169,IT_06,2
USER_00169,IT_07,5
USER_00169,IT_11,5
USER_00169,IT_12,1
USER_00169,IT_13,5
USER_00170,IT_02,4
USER_00170,IT_05,2
USER_00170,IT_06,3
USER_00170,IT_07,4
USER_00170,IT_10,4
USER_00170,IT_11,2
USER_00170,IT_12,5
USER_00170,IT_13,5
USER_00171,IT_01,5
USER_00171,IT_05,5
USER_00171,IT_07,1
USER_00171,IT_08,3
USER_00171,IT_14,1
USER_00172,IT_05,4
USER_00172,IT_06,1
USER_00172,IT_07,2
USER_00172,IT_09,5
USER_00172,IT_10,1
USER_00173,IT_07,3
USER_00173,IT_11,3
USER_00173,IT_13,5
USER_00174,IT_01,3
USER_00174,IT_06,2
USER_00174,IT_10,5
USER_00174,IT_12,1
USER_00174,IT_15,4
USER_00175,IT_01,5
USER_00175,IT_03,3
USER_00175,IT_05,2
USER_00175,IT_06,3
USER_00175,IT_09,2
USER_00175,IT_10,4
USER_00175,IT_12,4
USER_00175,IT_13,2
USER_00176,IT_10,3
USER_00176,IT_13,5
USER_00176,IT_15,2
USER_00177,IT_07,3
USER_00177,IT_08,5
USER_00177,IT_15,3
USER_00178,IT_06,3
USER_00178,IT_08,4
USER_00178,IT_09,4
USER_00178,IT_10,1
USER_00178,IT_11,5
USER_00178,IT_12,5
USER_00178,IT_14,5
USER_00178,IT_15,2
USER_00179,IT_04,5
USER_00179,IT_05,5
USER_00179,IT_06,4
USER_00179,IT_07,2
USER_00179,IT_09,5
USER_00179,IT_12,5
USER_00179,IT_13,5
USER_00179,IT_14,2
USER_00180,IT_05,1
USER_00180,IT_07,5
USER_00180,IT_08,3
USER_00180,IT_14,5
USER_00180,IT_15,3
USER_00181,IT_05,4
USER_00181,IT_06,1
USER_00181,IT_07,4
USER_00181,IT_14,5
USER_00181,IT_15,4
USER_00182,IT_01,4
USER_00182,IT_02,5
USER_00182,IT_03,2
USER_00182,IT_08,5
USER_00182,IT_11,5
USER_00182,IT_12,5
USER_00182,IT_13,4
USER_00183,IT_06,3
USER_00183,IT_10,3
USER_00183,IT_12,3
USER_00184,IT_01,1
USER_00184,IT_04,4
USER_00184,IT_05,5
USER_00184,IT_06,3
USER_00184,IT_07,3
USER_00184,IT_10,4
USER_00184,IT_13,5
USER_00185,IT_03,5
USER_00185,IT_04,4
USER_00185,IT_05,2
USER_00185,IT_08,5
USER_00185,IT_12,3
USER_00185,IT_15,1
USER_00186,IT_01,3
USER_00186,IT_04,3
USER_00186,IT_05,4
USER_00186,IT_07,5
USER_00186,IT_09,5
USER_00186,IT_12,4
USER_00186,IT_13,4
USER_00186,IT_14,4
USER_00187,IT_04,2
USER_00187,IT_05,4
USER_00187,IT_06,5
USER_00187,IT_08,3
USER_00187,IT_09,4
USER_00187,IT_10,1
USER_00187,IT_11,5
USER_00188,IT_06,2
USER_00188,IT_13,4
USER_00188,IT_14,5
USER_00189,IT_02,5
USER_00189,IT_04,4
USER_00189,IT_06,5
USER_00189,IT_13,4
USER_00189,IT_14,3
USER_00189,IT_15,1
USER_00190,IT_04,5
USER_00190,IT_05,3
USER_00190,IT_06,5
USER_00190,IT_07,2
USER_00190,IT_12,2
USER_00190,IT_14,5
USER_00191,IT_05,1
USER_00191,IT_06,3
USER_00191,IT_07,2
USER_00191,IT_10,4
USER_00191,IT_12,3
USER_00191,IT_13,5
USER_00191,IT_14,1
USER_00192,IT_06,5
USER_00192,IT_07,4
USER_00192,IT_08,1
USER_00192,IT_15,2
USER_00193,IT_04,4
USER_00193,IT_05,3
USER_00193,IT_07,3
USER_00193,IT_13,4
USER_00193,IT_15,4
USER_00194,IT_05,2
USER_00194,IT_06,4
USER_00194,IT_07,1
USER_00195,IT_10,4
USER_00195,IT_12,3
USER_00195,IT_13,4
USER_00195,IT_14,2
USER_00196,IT_05,3
USER_00196,IT_06,5
USER_00196,IT_09,3
USER_00196,IT_14,2
USER_00197,IT_01,4
USER_00197,IT_02,3
USER_00197,IT_04,3
USER_00197,IT_06,2
USER_00197,IT_13,5
USER_00198,IT_04,2
USER_00198,IT_06,4
USER_00198,IT_07,3
USER_00198,IT_11,5
USER_00199,IT_03,2
USER_00199,IT_06,3
USER_00199,IT_10,3
USER_00199,IT_13,4
USER_00200,IT_02,4
USER_00200,IT_05,5
USER_00200,IT_06,2
USER_00200,IT_08,1
USER_00200,IT_09,1
USER_00200,IT_15,5
USER_00201,IT_06,5
USER_00201,IT_09,3
USER_00201,IT_12,5
USER_00201,IT_13,2
USER_00201,IT_14,3
